location,size,total_sqft,bath,price,bhk,price_per_sqft
Uttarahalli,3 BHK,1737.0,2.0,95.0,3,5469.199769717904
Thigalarapalya,4 BHK,3122.0,5.0,225.0,4,7206.91864189622
Kanakpura Road,3 Bedroom,2100.0,3.0,140.0,3,6666.666666666667
other,2 BHK,1012.0,2.0,59.0,2,5830.0395256917
Kasavanhalli,2 BHK,1349.0,2.0,78.0,2,5782.060785767235
other,4 BHK,3600.0,4.0,450.0,4,12500.0
Sarjapur  Road,4 Bedroom,1250.0,4.0,135.0,4,10800.0
Horamavu Banaswadi,2 BHK,1156.0,2.0,46.9,2,4057.093425605536
Thigalarapalya,4 BHK,2912.0,6.0,210.0,4,7211.538461538462
other,3 BHK,1602.0,2.0,165.0,3,10299.625468164792
other,2 BHK,1075.0,2.0,57.0,2,5302.325581395349
Hebbal,2 BHK,1349.0,2.0,96.8,2,7175.685693106005
Sarjapur  Road,2 BHK,1273.0,2.0,60.0,2,4713.275726630008
Banaswadi,2 BHK,1200.0,2.0,60.0,2,5000.0
Yelahanka New Town,3 BHK,1400.0,2.0,80.0,3,5714.285714285715
other,2 BHK,650.0,1.0,20.0,2,3076.923076923077
Sompura,3 BHK,1350.0,2.0,47.0,3,3481.4814814814813
Attibele,1 BHK,500.0,1.0,17.0,1,3400.0
Whitefield,3 BHK,1768.0,3.0,101.0,3,5712.669683257918
other,4 Bedroom,1350.0,4.0,90.0,4,6666.666666666667
Choodasandra,4 Bedroom,3200.0,4.0,375.0,4,11718.75
JP Nagar,4 BHK,3000.0,4.0,140.0,4,4666.666666666667
Subramanyapura,3 BHK,1800.0,3.0,90.0,3,5000.0
Electronic City,3 BHK,1400.0,2.0,48.0,3,3428.5714285714284
Thanisandra,1 BHK,662.0,1.0,29.0,1,4380.664652567976
Kaval Byrasandra,3 BHK,1450.0,3.0,75.0,3,5172.413793103448
Vijayanagar,6 Bedroom,1806.0,6.0,370.0,6,20487.264673311183
Arekere,2 BHK,900.0,2.0,44.5,2,4944.444444444444
Giri Nagar,7 BHK,4500.0,5.0,250.0,7,5555.555555555556
other,2 BHK,1176.0,2.0,44.0,2,3741.496598639456
7th Phase JP Nagar,2 BHK,1000.0,2.0,61.0,2,6100.0
Thanisandra,4 Bedroom,2100.0,4.0,95.0,4,4523.809523809524
Hosur Road,2 BHK,1180.0,2.0,36.5,2,3093.2203389830506
Bannerghatta,4 BHK,3012.0,6.0,250.0,4,8300.132802124834
LB Shastri Nagar,2 BHK,1200.0,2.0,47.0,2,3916.6666666666665
other,2 BHK,1463.0,1.0,142.0,2,9706.083390293916
Jigani,2 BHK,933.0,2.0,43.0,2,4608.788853161844
Koramangala,2 BHK,1130.0,2.0,63.0,2,5575.221238938053
Hennur Road,2 BHK,1232.0,2.0,89.0,2,7224.025974025974
other,3 BHK,1570.0,3.0,115.0,3,7324.84076433121
HSR Layout,2 BHK,1185.0,2.0,60.0,2,5063.291139240507
8th Phase JP Nagar,2 BHK,1046.0,2.0,48.0,2,4588.910133843212
Thigalarapalya,2 BHK,1400.0,2.0,105.0,2,7500.0
Babusapalaya,3 BHK,1167.0,2.0,39.98,3,3425.8783204798624
Whitefield,4 BHK,3262.0,4.0,260.0,4,7970.570202329859
Ramagondanahalli,2 BHK,920.0,2.0,65.0,2,7065.217391304348
other,3 BHK,1480.0,3.0,75.48,3,5100.0
other,2 Bedroom,1200.0,2.0,82.0,2,6833.333333333333
Sarjapur  Road,2 BHK,1050.0,2.0,63.5,2,6047.619047619048
Chandapura,2 BHK,740.0,1.0,22.0,2,2972.972972972973
other,4 BHK,3400.0,6.0,420.0,4,12352.941176470587
Frazer Town,3 BHK,2560.0,3.0,288.0,3,11250.0
Kammasandra,2 BHK,985.0,2.0,40.5,2,4111.675126903553
Kanakpura Road,1 BHK,381.0,1.0,28.0,1,7349.081364829396
Sarjapur  Road,4 BHK,2500.0,4.0,225.0,4,9000.0
other,2 Bedroom,1200.0,1.0,50.0,2,4166.666666666667
Hormavu,2 BHK,1500.0,2.0,78.0,2,5200.0
other,3 BHK,1200.0,2.0,75.6,3,6299.999999999999
Indira Nagar,2 BHK,1400.0,2.0,168.0,2,12000.0
Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2,2787.317073170732
Iblur Village,4 BHK,2987.5,5.0,191.0,4,6393.305439330544
Pai Layout,2 BHK,810.0,2.0,34.5,2,4259.259259259259
Kaggadasapura,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
5th Phase JP Nagar,5 BHK,4000.0,5.0,170.0,5,4250.0
Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
9th Phase JP Nagar,3 BHK,1522.0,3.0,90.0,3,5913.272010512484
other,3 Bedroom,2600.0,3.0,147.0,3,5653.846153846154
Somasundara Palya,2 BHK,1255.0,2.0,67.0,2,5338.645418326693
other,2 BHK,1500.0,2.0,60.0,2,4000.0
Thanisandra,2 BHK,1460.0,2.0,38.5,2,2636.986301369863
Whitefield,2 BHK,1190.0,2.0,41.0,2,3445.378151260504
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Electronics City Phase 1,2 BHK,1088.0,2.0,30.46,2,2799.6323529411766
Kothanur,2 BHK,1187.0,2.0,58.0,2,4886.2679022746415
Channasandra,2 BHK,1010.0,2.0,36.0,2,3564.3564356435645
Hennur Road,4 Bedroom,2000.0,4.0,90.0,4,4500.0
other,3 Bedroom,11.0,3.0,74.0,3,672727.2727272727
Panathur,3 BHK,1695.0,3.0,90.0,3,5309.734513274337
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800.0
Thubarahalli,3 BHK,1242.0,3.0,51.0,3,4106.280193236715
Talaghattapura,3 BHK,3554.0,4.0,340.0,3,9566.685424873382
Chamrajpet,3 BHK,1650.0,3.0,115.0,3,6969.69696969697
other,2 BHK,1230.0,2.0,50.0,2,4065.040650406504
Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2,5309.734513274337
Whitefield,4 BHK,3584.0,4.0,199.0,4,5552.455357142857
Sarjapur,4 Bedroom,4201.0,4.0,435.0,4,10354.677457748156
other,3 BHK,1602.0,2.0,75.0,3,4681.647940074907
other,4 Bedroom,1200.0,5.0,325.0,4,27083.333333333332
Tumkur Road,3 BHK,1459.0,2.0,95.0,3,6511.3091158327625
other,2 BHK,1100.0,2.0,38.45,2,3495.454545454546
Kengeri,4 Bedroom,2894.0,4.0,245.0,4,8465.791292328957
Mahadevpura,5 Bedroom,3295.0,4.0,260.0,5,7890.743550834598
other,2 Bedroom,675.0,3.0,52.0,2,7703.703703703704
Hebbal,2 BHK,1040.0,2.0,46.0,2,4423.076923076923
other,5 Bedroom,3000.0,6.0,1000.0,5,33333.333333333336
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272.727272727273
Electronic City Phase II,1 BHK,1200.0,1.0,295.0,1,24583.333333333332
other,3 BHK,1150.0,2.0,77.5,3,6739.130434782609
Electronic City,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
Talaghattapura,3 BHK,2254.0,3.0,153.0,3,6787.93256433008
Vidyaranyapura,4 Bedroom,1000.0,4.0,120.0,4,12000.0
Electronic City,1 BHK,435.0,1.0,22.0,1,5057.471264367816
other,2 BHK,905.0,2.0,50.0,2,5524.861878453039
Whitefield,2 BHK,1250.0,2.0,85.0,2,6800.0
Bannerghatta Road,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
Frazer Town,3 BHK,1870.0,3.0,185.0,3,9893.048128342249
other,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
Choodasandra,3 BHK,1220.0,3.0,56.0,3,4590.163934426229
other,2 BHK,1187.0,2.0,45.0,2,3791.0699241786015
Kothanur,3 BHK,1435.0,3.0,70.0,3,4878.048780487805
other,3 BHK,1400.0,3.0,35.0,3,2500.0
Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3,4403.409090909091
Seegehalli,2 BHK,901.0,2.0,35.14,2,3900.110987791343
other,3 BHK,1449.0,3.0,72.0,3,4968.944099378882
other,2 BHK,1225.0,2.0,55.11,2,4498.775510204082
Koramangala,3 BHK,1700.0,3.0,250.0,3,14705.882352941177
KR Puram,2 BHK,1015.0,2.0,43.0,2,4236.453201970443
Hoodi,2 BHK,985.0,2.0,67.0,2,6802.030456852792
Hebbal,4 BHK,2470.0,5.0,247.0,4,10000.0
Anjanapura,4 BHK,1800.0,4.0,55.0,4,3055.5555555555557
other,2 BHK,1200.0,2.0,39.0,2,3250.0
other,3 Bedroom,2400.0,2.0,185.0,3,7708.333333333333
Kasavanhalli,2 BHK,950.0,2.0,39.0,2,4105.263157894737
Sarjapur  Road,3 BHK,1374.0,3.0,51.0,3,3711.7903930131006
Mysore Road,3 BHK,1082.0,3.0,50.0,3,4621.072088724584
Thanisandra,3 BHK,1430.0,2.0,54.0,3,3776.223776223776
Kadugodi,3 BHK,1762.0,3.0,112.0,3,6356.413166855846
Whitefield,3 BHK,4097.0,3.0,400.0,3,9763.24139614352
Hennur Road,3 BHK,1192.0,2.0,60.0,3,5033.557046979866
Varthur,2 BHK,1045.0,2.0,40.65,2,3889.952153110048
Hoodi,2 BHK,1257.0,2.0,71.03,2,5650.755767700875
other,3 Bedroom,1280.0,3.0,87.0,3,6796.875
Anekal,1 BHK,530.0,1.0,18.0,1,3396.2264150943397
Hennur Road,4 Bedroom,2950.0,4.0,253.0,4,8576.271186440677
Ulsoor,3 BHK,2000.0,3.0,185.0,3,9250.0
Yeshwanthpur,2 BHK,1164.0,2.0,64.08,2,5505.154639175258
Kaikondrahalli,4 BHK,1700.0,4.0,108.0,4,6352.941176470588
Banaswadi,7 Bedroom,6150.0,6.0,830.0,7,13495.934959349594
Hennur Road,3 BHK,1482.0,2.0,97.0,3,6545.209176788124
other,3 BHK,1919.0,3.0,300.0,3,15633.14226159458
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161.290322580645
Bellandur,3 BHK,2039.0,3.0,168.0,3,8239.333006375675
other,3 Bedroom,3515.0,3.0,420.0,3,11948.790896159317
Marathahalli,2 BHK,1285.0,2.0,55.0,2,4280.155642023346
Sarjapur  Road,2 BHK,1215.0,2.0,110.0,2,9053.497942386832
other,3 BHK,2600.0,3.0,140.0,3,5384.615384615385
Kogilu,3 BHK,1559.0,3.0,120.0,3,7697.2418216805645
other,2 Bedroom,600.0,2.0,120.0,2,20000.0
other,1 BHK,550.0,1.0,16.0,1,2909.090909090909
Varthur Road,2 BHK,1255.0,2.0,52.76,2,4203.98406374502
other,8 Bedroom,772.0,5.0,60.0,8,7772.020725388601
Hebbal,3 BHK,2850.0,5.0,343.0,3,12035.087719298246
Mysore Road,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
JP Nagar,3 BHK,1960.0,3.0,138.0,3,7040.816326530612
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506.257110352673
other,5 Bedroom,2400.0,5.0,150.0,5,6250.0
Kothanur,2 BHK,1095.0,2.0,55.0,2,5022.83105022831
Yelahanka,2 BHK,1065.0,2.0,40.84,2,3834.7417840375592
Kadugodi,3 BHK,1580.0,2.0,65.0,3,4113.9240506329115
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,4330.979699911739
Whitefield,3 Bedroom,1200.0,3.0,61.96,3,5163.333333333333
Electronic City,2 BHK,1128.0,2.0,64.8,2,5744.68085106383
Brookefield,2 BHK,1200.0,2.0,75.0,2,6250.0
Kaval Byrasandra,2 BHK,460.0,1.0,22.0,2,4782.608695652174
Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611.570247933884
Sultan Palaya,3 BHK,1700.0,3.0,120.0,3,7058.823529411765
other,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
Devanahalli,2 BHK,1340.0,2.0,65.0,2,4850.746268656716
other,3 BHK,1625.0,3.0,150.0,3,9230.76923076923
Whitefield,2 BHK,1118.0,2.0,42.0,2,3756.7084078711982
Kambipura,2 BHK,883.0,2.0,39.0,2,4416.761041902605
other,2 Bedroom,1050.0,2.0,110.0,2,10476.190476190475
Vijayanagar,2 BHK,1180.0,2.0,86.0,2,7288.135593220339
Hosa Road,3 BHK,1525.84,3.0,117.0,3,7667.90751323861
Thanisandra,1 BHK,693.0,1.0,34.3,1,4949.494949494949
other,3 BHK,1945.0,3.0,135.0,3,6940.874035989717
Benson Town,3 BHK,1805.0,3.0,280.0,3,15512.46537396122
Bellandur,4 BHK,3016.0,4.0,230.0,4,7625.994694960213
other,3 BHK,2250.0,3.0,113.0,3,5022.222222222223
Sarjapur  Road,3 BHK,1403.0,3.0,51.63,3,3679.971489665003
other,2 BHK,1012.0,2.0,62.0,2,6126.482213438735
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,3999.212598425197
Uttarahalli,3 BHK,1425.0,2.0,64.0,3,4491.228070175439
Bommasandra Industrial Area,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
Thigalarapalya,3 BHK,2072.0,4.0,139.0,3,6708.494208494209
TC Palaya,3 Bedroom,1200.0,3.0,66.0,3,5500.0
Begur Road,3 BHK,1615.0,3.0,60.0,3,3715.170278637771
Sarjapur  Road,2 BHK,1197.0,2.0,56.86,2,4750.208855472013
Ramamurthy Nagar,5 Bedroom,3500.0,5.0,150.0,5,4285.714285714285
Kengeri,2 BHK,1200.0,2.0,58.0,2,4833.333333333333
other,5 Bedroom,1000.0,4.0,90.0,5,9000.0
Ambalipura,4 BHK,2750.0,4.0,142.0,4,5163.636363636364
Electronic City,2 BHK,1190.0,2.0,42.0,2,3529.4117647058824
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,2,3381.578947368421
9th Phase JP Nagar,2 BHK,1331.95,2.0,69.0,2,5180.374638687638
other,6 Bedroom,3600.0,6.0,170.0,6,4722.222222222223
Yeshwanthpur,2 Bedroom,585.0,1.0,70.0,2,11965.811965811963
Ambalipura,2 BHK,1250.0,2.0,66.25,2,5300.0
Vidyaranyapura,6 Bedroom,1200.0,6.0,170.0,6,14166.666666666666
NRI Layout,4 Bedroom,800.0,5.0,95.5,4,11937.5
Vijayanagar,3 BHK,1739.0,3.0,116.0,3,6670.500287521564
other,3 BHK,1428.0,2.0,70.0,3,4901.9607843137255
other,2 BHK,1269.72,2.0,68.0,2,5355.511451343603
Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148.514851485149
Jalahalli,4 Bedroom,1200.0,4.0,90.0,4,7500.0
BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2,5473.684210526316
Whitefield,1 BHK,877.0,1.0,59.0,1,6727.480045610034
Hennur,2 BHK,1255.0,2.0,57.5,2,4581.673306772908
Panathur,2 BHK,1007.0,2.0,64.0,2,6355.511420059583
Gottigere,3 BHK,1425.0,2.0,47.0,3,3298.245614035088
Budigere,2 BHK,1162.0,2.0,59.9,2,5154.9053356282275
other,6 Bedroom,3500.0,6.0,115.0,6,3285.714285714286
Ardendale,3 BHK,1777.26,3.0,89.0,3,5007.7084950991975
Whitefield,2 BHK,1205.0,2.0,58.0,2,4813.278008298756
Nagarbhavi,3 Bedroom,1200.0,3.0,265.0,3,22083.333333333332
other,2 BHK,925.0,2.0,51.0,2,5513.513513513513
Jigani,3 BHK,1352.0,3.0,65.0,3,4807.692307692308
other,2 BHK,1215.0,2.0,49.85,2,4102.880658436214
other,2 Bedroom,1050.0,2.0,110.0,2,10476.190476190475
other,4 BHK,3675.0,4.0,367.0,4,9986.394557823129
Brookefield,3 BHK,1750.0,2.0,75.0,3,4285.714285714285
Mahalakshmi Layout,5 Bedroom,1200.0,5.0,200.0,5,16666.666666666668
Harlur,4 BHK,2990.0,4.0,225.0,4,7525.083612040134
Seegehalli,3 Bedroom,3000.0,5.0,335.0,3,11166.666666666666
Kammasandra,2 BHK,930.0,2.0,25.0,2,2688.1720430107525
other,2 Bedroom,1500.0,2.0,115.0,2,7666.666666666667
Kengeri,2 BHK,1052.0,2.0,51.0,2,4847.9087452471485
Talaghattapura,2 BHK,921.0,2.0,29.47,2,3199.782844733985
Ambalipura,2 BHK,1303.0,2.0,80.0,2,6139.677666922486
6th Phase JP Nagar,2 BHK,1213.0,2.0,63.0,2,5193.734542456719
Hebbal,4 BHK,4225.0,6.0,359.0,4,8497.041420118343
Sonnenahalli,2 BHK,1268.0,2.0,58.0,2,4574.132492113565
Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2,5871.091257179323
other,3 Bedroom,1500.0,2.0,130.0,3,8666.666666666666
HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
Varthur,2 BHK,1055.0,2.0,45.35,2,4298.578199052133
other,4 Bedroom,1200.0,4.0,165.0,4,13750.0
Hennur Road,2 Bedroom,276.0,3.0,23.0,2,8333.333333333334
Jalahalli,2 BHK,1057.0,2.0,34.71,2,3283.822138126774
Harlur,3 BHK,1630.0,3.0,95.1,3,5834.355828220859
Kanakpura Road,2 BHK,1283.0,2.0,63.22,2,4927.5136399064695
Akshaya Nagar,3 BHK,1820.0,4.0,95.0,3,5219.780219780219
KR Puram,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
Whitefield,2 BHK,1170.0,2.0,38.0,2,3247.863247863248
other,4 BHK,3500.0,5.0,450.0,4,12857.142857142857
Hennur Road,2 BHK,1297.0,2.0,49.9,2,3847.3400154202
Sarjapur  Road,3 BHK,1691.0,3.0,119.0,3,7037.25606150207
other,3 BHK,1533.0,3.0,150.0,3,9784.735812133073
other,9 Bedroom,3300.0,14.0,500.0,9,15151.515151515152
other,3 BHK,1215.0,3.0,42.2,3,3473.251028806584
Kannamangala,2 BHK,957.0,2.0,54.5,2,5694.879832810867
Bannerghatta Road,3 BHK,1650.0,3.0,94.0,3,5696.969696969697
Bannerghatta Road,2 BHK,1012.0,2.0,44.0,2,4347.826086956522
Kanakpura Road,2 BHK,1339.0,2.0,58.0,2,4331.59073935773
Electronic City,9 Bedroom,1200.0,13.0,150.0,9,12500.0
other,4 BHK,3100.0,5.0,385.0,4,12419.354838709678
Nagarbhavi,2 BHK,1190.0,2.0,63.0,2,5294.117647058823
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818.181818181818
Varthur,2 BHK,986.0,2.0,30.0,2,3042.5963488843813
other,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Bhoganhalli,3 BHK,1760.0,3.0,127.0,3,7215.909090909091
Kereguddadahalli,6 Bedroom,600.0,4.0,60.0,6,10000.0
Whitefield,4 Bedroom,4000.0,4.0,330.0,4,8250.0
8th Phase JP Nagar,2 BHK,1160.0,2.0,95.0,2,8189.6551724137935
other,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
2nd Stage Nagarbhavi,6 Bedroom,1500.0,4.0,233.0,6,15533.333333333334
Sarjapur  Road,1 BHK,702.0,1.0,52.0,1,7407.407407407408
Bannerghatta Road,3 BHK,1630.0,3.0,68.0,3,4171.7791411042945
other,11 Bedroom,1200.0,6.0,150.0,11,12500.0
Bharathi Nagar,2 BHK,1300.0,2.0,55.86,2,4296.923076923077
TC Palaya,1 Bedroom,1350.0,1.0,55.0,1,4074.074074074074
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
Rachenahalli,3 BHK,1756.0,3.0,110.0,3,6264.236902050114
other,2 BHK,1242.0,2.0,39.7,2,3196.45732689211
Vittasandra,2 BHK,1246.0,2.0,65.4,2,5248.796147672553
Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4,8863.636363636364
Marathahalli,2 BHK,1196.0,2.0,57.95,2,4845.3177257525085
Marathahalli,4 BHK,2524.0,5.0,190.0,4,7527.733755942948
other,2 BHK,1107.0,2.0,40.0,2,3613.369467028004
Begur Road,2 BHK,1160.0,2.0,36.54,2,3150.0
Bisuvanahalli,3 BHK,873.0,2.0,40.0,3,4581.901489117984
8th Phase JP Nagar,3 BHK,1224.0,2.0,48.95,3,3999.183006535948
Kothanur,3 BHK,1462.0,3.0,71.0,3,4856.361149110807
Billekahalli,3 BHK,2968.0,3.0,225.0,3,7580.862533692723
Hulimavu,2 BHK,1021.0,2.0,76.0,2,7443.682664054848
Rajaji Nagar,4 Bedroom,2440.0,2.0,415.0,4,17008.196721311477
Panathur,2 BHK,1125.0,2.0,45.0,2,4000.0
other,3 BHK,1500.0,2.0,65.0,3,4333.333333333333
Electronic City,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
KR Puram,8 Bedroom,1500.0,7.0,382.0,8,25466.666666666668
Malleshwaram,1 BHK,620.0,1.0,86.8,1,14000.0
Channasandra,2 BHK,1065.0,2.0,40.47,2,3800.0
Electronic City,2 BHK,1070.0,2.0,57.0,2,5327.102803738318
Kanakpura Road,2 BHK,1051.0,2.0,56.74,2,5398.667935299714
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,44.17,2,3382.08269525268
Hennur Road,3 BHK,2182.0,3.0,72.04,3,3301.5582034830436
other,2 BHK,945.0,2.0,54.0,2,5714.285714285715
other,1 Bedroom,375.0,1.0,26.0,1,6933.333333333333
Sarjapur  Road,1 BHK,950.0,1.0,39.9,1,4200.0
Malleshwaram,8 Bedroom,840.0,7.0,195.0,8,23214.285714285714
other,2 BHK,1146.0,2.0,38.5,2,3359.5113438045373
other,7 Bedroom,1500.0,7.0,130.0,7,8666.666666666666
Begur,2 BHK,1200.0,2.0,33.0,2,2750.0
Bellandur,2 BHK,1049.0,2.0,51.0,2,4861.773117254528
Electronic City,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
Hoodi,2 BHK,1000.0,2.0,48.0,2,4800.0
9th Phase JP Nagar,4 BHK,3500.0,4.0,300.0,4,8571.42857142857
other,5 Bedroom,1200.0,5.0,235.0,5,19583.333333333332
other,5 Bedroom,3600.0,5.0,110.0,5,3055.5555555555557
other,2 BHK,1150.0,2.0,47.0,2,4086.9565217391305
other,2 BHK,850.0,1.0,35.5,2,4176.470588235294
AECS Layout,2 BHK,1199.0,2.0,65.0,2,5421.184320266889
Yelahanka,2 BHK,1115.0,2.0,60.0,2,5381.165919282511
other,3 BHK,1650.0,3.0,140.0,3,8484.848484848484
Vijayanagar,3 BHK,1484.0,3.0,79.19,3,5336.253369272237
Brookefield,4 BHK,2400.0,3.0,140.0,4,5833.333333333333
Bannerghatta Road,2 BHK,912.0,2.0,55.0,2,6030.701754385965
Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
Binny Pete,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,95.0,4,15833.333333333334
Bellandur,2 BHK,1060.0,2.0,65.0,2,6132.075471698113
Whitefield,2 BHK,1215.0,2.0,62.0,2,5102.880658436214
Kereguddadahalli,2 BHK,1080.0,2.0,32.0,2,2962.962962962963
KR Puram,2 BHK,930.0,2.0,39.0,2,4193.548387096775
other,3 BHK,2500.0,4.0,65.0,3,2600.0
1st Block Jayanagar,3 BHK,1875.0,2.0,235.0,3,12533.333333333334
Sarjapur  Road,4 Bedroom,5400.0,4.0,750.0,4,13888.888888888889
Domlur,3 BHK,1740.0,3.0,120.0,3,6896.551724137931
Begur Road,2 BHK,1200.0,2.0,44.0,2,3666.6666666666665
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
AECS Layout,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Sarjapur  Road,3 BHK,984.0,3.0,140.0,3,14227.642276422765
Thanisandra,2 BHK,1250.0,1.0,54.0,2,4320.0
Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,5602.605863192182
other,2 BHK,1020.0,2.0,70.0,2,6862.745098039216
Akshaya Nagar,2 BHK,1280.0,2.0,60.0,2,4687.5
other,6 Bedroom,600.0,3.0,95.0,6,15833.333333333334
Kasavanhalli,2 BHK,1200.0,2.0,50.3,2,4191.666666666667
Marsur,3 Bedroom,1200.0,3.0,90.0,3,7500.0
other,3 BHK,1800.0,3.0,220.0,3,12222.222222222224
Gottigere,3 BHK,1493.0,2.0,90.0,3,6028.131279303416
6th Phase JP Nagar,3 BHK,1250.0,3.0,48.9,3,3912.0
Varthur,2 BHK,1210.0,2.0,60.0,2,4958.677685950413
Hebbal,2 BHK,1294.0,2.0,115.0,2,8887.171561051005
Marathahalli,4 Bedroom,3090.0,4.0,350.0,4,11326.860841423948
Kengeri,3 BHK,1436.0,2.0,55.0,3,3830.08356545961
Horamavu Banaswadi,2 BHK,1254.0,2.0,47.0,2,3748.006379585327
other,3 BHK,2159.0,3.0,120.0,3,5558.12876331635
Electronic City,1 BHK,630.0,1.0,46.0,1,7301.587301587301
Hosur Road,3 BHK,1590.0,2.0,125.0,3,7861.635220125786
other,3 BHK,1690.0,3.0,50.0,3,2958.579881656805
Bharathi Nagar,2 BHK,1322.0,2.0,68.0,2,5143.721633888048
Thanisandra,4 BHK,3000.0,4.0,120.0,4,4000.0
Haralur Road,2 BHK,1056.0,2.0,60.0,2,5681.818181818182
Raja Rajeshwari Nagar,3 BHK,1525.0,2.0,99.13,3,6500.327868852459
Kudlu,2 BHK,1024.0,2.0,44.0,2,4296.875
Begur Road,5 Bedroom,800.0,5.0,95.0,5,11875.0
Sarjapur  Road,3 BHK,2180.0,4.0,180.0,3,8256.880733944954
Kundalahalli,2 BHK,1047.0,2.0,83.0,2,7927.411652340019
Brookefield,2 BHK,1206.0,2.0,90.0,2,7462.686567164179
Electronic City,2 BHK,1070.0,2.0,53.0,2,4953.271028037383
Marathahalli,3 BHK,1200.0,2.0,58.17,3,4847.5
Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2,7800.0
R.T. Nagar,2 BHK,1200.0,2.0,60.0,2,5000.0
Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,4789.915966386555
Kanakapura,3 BHK,1938.0,3.0,113.0,3,5830.7533539731685
other,2 BHK,1355.0,2.0,115.0,2,8487.084870848708
other,2 BHK,900.0,2.0,46.0,2,5111.111111111111
other,2 BHK,955.0,2.0,53.55,2,5607.3298429319375
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.724054706356
Sarjapur  Road,3 BHK,1525.0,2.0,65.0,3,4262.295081967213
other,2 BHK,800.0,2.0,55.0,2,6875.0
Bannerghatta Road,3 BHK,1660.0,3.0,85.0,3,5120.481927710844
Electronic City,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
Kundalahalli,2 BHK,1010.0,2.0,48.27,2,4779.207920792079
Kaikondrahalli,3 BHK,1605.0,3.0,105.0,3,6542.056074766355
other,2 BHK,1025.0,2.0,43.04,2,4199.024390243902
Marsur,3 Bedroom,1200.0,3.0,150.0,3,12500.0
Sarjapur  Road,4 Bedroom,2600.0,4.0,98.0,4,3769.230769230769
Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854.1666666666665
Somasundara Palya,3 BHK,1275.0,2.0,52.0,3,4078.43137254902
other,9 Bedroom,600.0,9.0,190.0,9,31666.666666666668
BTM Layout,2 BHK,935.0,2.0,51.5,2,5508.0213903743315
Kanakpura Road,2 BHK,1135.0,2.0,58.0,2,5110.132158590309
Green Glen Layout,3 BHK,1715.0,3.0,115.0,3,6705.539358600583
Ambalipura,3 BHK,1607.0,2.0,112.0,3,6969.508400746733
Whitefield,3 BHK,1386.0,3.0,57.46,3,4145.743145743146
Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,5714.285714285715
Abbigere,5 Bedroom,1200.0,4.0,98.0,5,8166.666666666667
KR Puram,6 Bedroom,2000.0,6.0,85.0,6,4250.0
other,1 BHK,800.0,1.0,32.0,1,4000.0
Electronic City,1 BHK,418.0,1.0,12.0,1,2870.813397129187
Hebbal Kempapura,4 BHK,3900.0,5.0,360.0,4,9230.76923076923
